,me,re,nc
94,0.0009674529428593814,35.66947156495631,1414
95,0.0009764707065187395,49.002180240531594,12498
96,0.000995668233372271,23.972993398721957,2279
97,0.0009762511472217739,38.07202632680692,1808
98,0.0009714318439364433,28.356634355885035,22062
99,0.0009858472039923072,17.262483305352436,2241
100,0.0009830007329583168,23.902489070615456,12960
101,0.0007910230779089034,30.79793746598399,15703
102,363657.8125,15.376235414163343,100000
103,0.0009753942140378058,25.333968459620205,1121
104,0.000996430404484272,15.744619361670779,21605
105,0.0009928718209266663,25.457734493322537,8909
106,0.0009837541729211807,34.90732404130585,9966
107,0.000981723191216588,40.77941818005995,21227
108,0.000996389426290989,37.74350015317774,5044
109,0.0009866009932011366,27.800579641344576,25228
110,0.0009988443925976753,32.43619885257854,40871
111,0.0009909742511808872,59.20795974221819,14559
112,0.000980340875685215,15.773679699018189,10900
113,921216.4375,27.21196654157675,100000
114,0.0009822472929954529,52.55976275640911,25044
115,0.0009831918869167566,27.830491210098796,5565
116,0.0009735897183418274,33.41168794528182,13510
117,136008.5625,51.99582032726279,100000
118,0.0009992597624659538,32.792139164159046,5580
119,0.0008804341778159142,55.56645538984223,4602
120,5075.734375,51.628896326434855,100000
121,0.0009791739284992218,59.414323414109255,1208
122,0.0009937919676303864,31.640139138392573,4002
123,0.0009862801525741816,32.02070777698857,4444
124,0.0009884099708870053,12.796449267544055,4273
125,0.0009887516498565674,34.646730999383905,7634
126,0.000997236231341958,36.22792551240335,10215
127,1700769.25,30.64971185057443,100000
128,0.0009714837069623172,26.316216190236297,9219
129,0.0009939225856214762,40.89182991347494,5407
130,0.000998619943857193,29.747807680258564,10906
131,0.0009920634329319,35.821810197750374,34580
132,0.0009908713400363922,23.82901815916958,6685
133,0.0009792784694582224,24.247212904538692,5069
134,0.0009692076127976179,31.174999740253153,23497
135,2732724.25,43.24984478539008,100000
136,0.0009895630646497011,26.521965838308276,12022
137,4531591.5,35.72281293586201,100000
138,0.0009985044598579407,36.95201799473535,3266
139,0.0009863395243883133,31.861907888764552,11871
140,0.0009885760955512524,18.320738256522436,17997
141,0.0009739622473716736,29.495806688271767,15412
142,0.0006851851940155029,24.21781757963365,15630
143,1213908.75,32.906398038550904,100000
144,418982.1875,24.618369367040163,100000
145,0.0009652264416217804,24.96281192690961,13365
146,0.0007495270692743361,37.7527112886856,22800
147,0.0009778300300240517,36.94557149484142,16230
148,0.0009773971978574991,23.75821667228474,11781
149,0.000997844384983182,45.52143693322135,6672
